author,text,likes,published_at
@AnjuKafle-v3e,Yo harke le rajinama magera khe farak pardaina,0,2026-05-14T05:06:21Z
@SandeshThapa-eo3sr,Muji guithey harkey,0,2026-05-14T04:55:26Z
@ramchaudhary6200,हेर ... गुइँठे उफ्रेको।।।।,0,2026-05-14T04:54:38Z
@chandrakhadka3132,Harke bharastachari ho bidesh bata aako dollars euro millions Ma bharastachar garne rahexa  k yo 1 bharastachar hoina ra?? halka kaam gareko jasto garera aru paisa afnu khalti Ma halne??,0,2026-05-14T04:54:10Z
@Imthatgrl,20:3 absolutely correct,2,2026-05-14T04:53:04Z
@snowymountain2960,"Harke Hawaldar afai Rajinama diyera gaye bhaihalyo ni, Balen ko rajinama kina magiranu. Sabai Nepali ko beijat garne khalko manchhe raichha. Bolne PM haru dherai dekhiyo (Bolne tara kaam fitikkai nagarne). Bolnai parchha bhanne ke chha ra kaam gaare bhaihalo ni. Yesta ta Sansad chhan ani ke bolna maan lagos Balen lai.",0,2026-05-14T04:50:23Z
@suzallbasnet5710,Ava Harke lai PM banauna parxa 😅,0,2026-05-14T04:49:27Z
@Random13Guy,Arjun Narsingh KC has earned my respect today. He really put his words with some grace and dignity; not like the sore miserable Harka Sampang.,3,2026-05-14T04:46:17Z
@punkinthejunk,K hi kaam hudaina bhane...esto samsad kina chahiyo...,4,2026-05-14T04:44:38Z
@Himanilimbu99,समाचार बिचरा मेरो देश 😢😢,1,2026-05-14T04:44:29Z
@rosulove7386,harke le afuni naya pati bhyera ni kina balen ko yati khedo khane ko arajak chi,1,2026-05-14T04:41:40Z
@prangurung2192,Gyanendra bhai harkey mula ko paci na logaaa ...,5,2026-05-14T04:41:30Z
@NirajAc-x6w,Tetro Vai bahini haru Lai takitaki goli Hanne tyo Muji le maafi sudda magena .Muji haru ko thulo kura,0,2026-05-14T04:41:09Z
@bikashrai2909,"Xoddeu ho aba tyo gajedi lai. Tyo nabhaye ni samsad chalxa majale, tyo gaja fukdai basos na,,,",1,2026-05-14T04:35:37Z
@NetraKharal,सधैँ उफ्री राख्न बानी परेकाहरू विरोधका लागि विरोध गरेका मात्र हुन्,22,2026-05-14T04:34:12Z
@ExpatGurung,साला डाका हर्के खाते मुज लाई ठोक्नु पर्ने । He is overrated leader by only Rai and Limbu.,0,2026-05-14T04:33:34Z
@SaritaAdhikari-r9f,Hark sampang bieskar garnu parcha,30,2026-05-14T04:31:16Z
@MRCRAZY4729,Yesto halla UML rs congress ko government vako bela garnu parxa ni,1,2026-05-14T04:28:40Z
@nkvids9714,यो मुला हरू रत्नपार्क मा कट्टु बेप्च्ने हरू,0,2026-05-14T04:23:58Z
@AslamAliIT,"esso bujdaa ta eni haru lae nai sambidhan na padhae ko jasto lagyo, mildo rahe cha ta. sancho hunu na paau nae torpae haru.",1,2026-05-14T04:23:30Z
@ArjunSenehang,"हाम्रो छिमेकी राष्ट्र भारतका प्रधानमन्त्रि नरेन्द्र मोदी पो प्राय जसो हरेक सभामा अनुपस्थित जस्तै रहन्छन्। सत्ता प्रतिपक्षको पेचिलो सवाल तथा सरकारको गलत कदमको प्रतिरोधमा प्रहार हुने शब्द वाणहरु छल्नलाई अनुपस्थित हुने गरेको कुरो जगजाहेरै छ। कि हाम्रोमा पनि त्यता तिरकै छाँया परेको हो..? यदी त्यस्तै हो भने चाँही हामी र हाम्रो देशको लागी दुर्भाग्यपुर्ण हुनेछ!!
संसद बाहिर सभा गोष्टीहरुमा अनावश्यक भाषण वाजी नगर्ने कुरा सत् प्रतिशत सही हो तर संसद भित्र उठेका जायज प्रश्नको जवाफ दिनु त सरकार प्रमुख प्रधानमन्त्रि भएको कारणले पनि वहाँ को कर्तब्य हो नि, होईन र!!?? आशा गरौं.. पक्कै पनि अब उप्रान्त हाम्रा प्रधानमन्त्रि ज्युले संसद भित्र उठेका आवश्यक तथा गंभिर बिषय बारे गरिएका प्रश्नको उत्तर दिन समय मिलाउन सुरु गर्नु हुनेछ।
धन्यवाद। नेपाल जिन्दावाद॥",1,2026-05-14T04:17:46Z
@asim-pdl,2083 sal baisakh 31 gate ho 2082 vayeko ma sachhyeyeko xa,0,2026-05-14T04:14:43Z
@Mahesh25karki,चुनाव अगाडि नै भनेको थियो म धेरै बोल्दैन काम दिनु काम गर्छु भनेकै थियो त कीन टाउको दुखाइ झोले हरु को काम छैन हर्क मुजि को नी,19,2026-05-14T04:10:34Z
@prajwolmulepati4601,Aru kai issue chaina aba bolena vanera lang garne ta ho ni,1,2026-05-14T03:56:06Z
@pawanoli6392,Stupid Harke le bhandaima Rajinama hudaina,0,2026-05-14T03:51:47Z
@GopiPoudel-l1v,Sabai vanda Kam nalagni yo harke Raixa,32,2026-05-14T03:51:40Z
@musiccrazies5467,Samsad vawan ko maryada ki maryada gartho harkay...dekhiyo maryada ra anusasan 😅😅😅,14,2026-05-14T03:48:43Z
@thapajeevan9218,"मैले तपाईंको भिडियोको धेरै प्रतीक्षा गरिरहेको थिएँ।
साँचिकै भन्नुपर्दा, मलाई तपाईंको भिडियोमात्र हेर्दा विश्वास र आत्मीयता महसुस हुन्छ।
धन्यवाद।❤",18,2026-05-14T03:43:50Z
