author,text,likes,published_at
@homgurung8885,जय घण्टी🔔🔔🔔🔔🔔,0,2026-02-24T09:02:30Z
@BijayaRai-u9t,"केपि जि तपाईले त्यो तरिकाले उम्कनु पाउनु हुन्न तपईले सामाजिक सञ्जाल फेसबुक किन बन्द गर्नु परेको थियो त्यस कारणले गर्दा देश दुर्घटनामा परेको हो तपाईले जिम्मा लिनु पर्छ कि 
पर्दैन",0,2026-02-23T23:16:59Z
@BijayaRai-u9t,"केपि अोली र बालेन साहा अनि रबि लामिछाने ई तिनजना बदलाको भावले
राजनिति गरि अतित रहेकोछ यो राष्ट्र को लागि ईनिहरु कलङक हो",0,2026-02-23T23:00:06Z
@bibekkshetri4288,देशको प्रधानमन्त्री जस्तो गरिमामय पदको मान्छेले यस्तो कुरा गर्दा लजास्पद हो पहिलोपटक प्रधानमन्त्रीभन्दा नाकाबन्दी दोस्रो चोटि कोरोना तेस्रो चोटी जेन्जी विद्रोह यो मान्छे देशको लागि अभिशाप हो 😢😢😢😢😢,0,2026-02-23T10:19:57Z
@manbhattarai,Nepal ko halat bilkul kharab xa PM lai interview gar ne Room ra chair hernuhos,0,2026-02-23T09:45:41Z
@SagarSubedi-y4w9g,"जे भनेर जिब्रो लरबराउदै बोले पनि समाधान का उपाय तपाईंले नखोजेकै हो ।किनकि किनबार्ता मा बोलाउनु भयन ,जनता माग के हो  भनेर ।",0,2026-02-23T02:56:46Z
@urvivekji,Tapai ko xora xori xaina tapai lai k p maya tapai jhut bolnu hunxa aaj yad aaya ko xa ki,0,2026-02-22T07:10:24Z
@urvivekji,K gb rai pani a i a ho sodnu k p hattyara baa lai,0,2026-02-22T07:08:22Z
@gopiramlama913,Jhut boldaixa oli kehi tha xaina bhanera  tarnu khojdaixa yo gair jimmabar    yesta fhata,0,2026-02-21T13:19:48Z
@SajanShankar-e3h,Rip,0,2026-02-21T05:41:27Z
@saradajoshi4362,तुडाकाले अरुकाछाेरा लाई गाेली हनाकाे बिर्सी छस् पापीस्ट,0,2026-02-20T17:25:08Z
@SukritThapa-r8y7p,Nice question,0,2026-02-20T17:13:58Z
@Kishor-b9e2u,O good kp ko master mind ta ghan bughiyo,0,2026-02-20T16:17:10Z
@Kishor-b9e2u,Rajindra sir Chinxa kp li anil khulxa kp ko mukh,0,2026-02-20T16:00:09Z
@Kishor-b9e2u,Ghot ko companies raixa kp,0,2026-02-20T15:49:50Z
@DilliRawot,Sale chor Desha ko pm sala,0,2026-02-20T15:48:44Z
@krishnabahaduradhikari1575,😅😅😅😅😅😂😂😂😂😂,0,2026-02-20T15:41:46Z
@thapapurnabahadur3344,सत्ता मा आफू बस्ने जिम्मा र रिक्स नलिने दोश जति अरु माथी थोपार्ने आन्डोल कारी माथी गोली चलायेर दमन गरेर सरकार चलाउने जनता को आवज नसुन्ने जन्ता मार्ने देश जलाउने आफू सेना को हेली कोप्टर मगायेर भाग्ने ले फेरि देश बनाउछु भन्दै चुनाव मा भाग लिने कुन मुख ले जनता को सामुन्ने भोट माग्ने त्यो सहित परिवार को आँखा मा तेई  २३ गते नै झलझली घुमी रहे को छ!!!!!,0,2026-02-19T14:41:40Z
